Song,Nation,Year,BPM
Terror Arnold - Gabba Mission,Germany,1994,178.20581896551724
Terror Arnold - P.O.W.E.R.,Germany,1994,178.20581896551724
TFF - Automatic ,Germany,1994,147.65625
TFF - Blow It ,Germany,1994,154.26772388059698
TFF - Curver Track 1 ,Germany,1994,109.95678191489357
TFF - Hyperspace,Germany,1994,109.95678191489357
TFF - Voltage,Germany,1994,161.4990234375
The Ambush - Ambush,Germany,1993,178.20581896551724
The Ambush - Ambush 2,Germany,1993,156.60511363636357
The Ambush - Aton (Be-Zet Mix)  ,Germany,1994,139.6748310810811
The Ambush - Aton (Be-Zet Mix) ,Germany,1994,139.6748310810811
The Ambush - Aton (Progressive Attack Mix),Germany,1994,143.5546875
The Ambush - Casablanca ,Germany,1994,114.84375
The Ambush - Jungle Fever,Germany,1994,145.57658450704227
The Ambush - My Name Is God ,Germany,1994,nan
The Ambush - Rain ,Germany,1994,129.19921875
The Ambush - Sun ,Germany,1994,147.65625
The Ambush - Terra ,Germany,1994,110.0
The B.h.H With Ardath Bey - Bulgarian Hip Hop (Bulgarian Trance Mix),Germany,1988,114.84375
The B.h.H With Ardath Bey - Bulgarian Hip Hop (Westbam-Mix),Germany,1988,114.84375
The Beat Busters Feat. Lisa V. - Just Do It! (Bonus Beats),Germany,1990,126.04801829268294
The Beat Busters Feat. Lisa V. - Just Do It! (Psycho Mix),Germany,1990,126.04801829268291
The Beat Busters Feat. Lisa V. - Just Do It! (The U.S. In-Crownd Mix),Germany,1990,126.0480182926829
The Beat Pirate - Are You On 1 Matey,Germany,1989,120.18531976744181
The Beat Pirate - Good Times (Free yourself),Germany,1989,156.60511363636357
The Beat Pirate feat. MC B. -  A Guy Called Bat,Germany,1989,123.046875
The Beatexperience - I Wanna Feel The Music (Hardbeat Mix) ,Germany,1994,135.99917763157896
The Beatexperience - I Wanna Feel The Music (Indian Extended Mix),Germany,1994,129.19921875
The Beatexperience - I Wanna Feel The Music (Radio Mix),Germany,1994,129.19921875
The Beatexperience - Raggadaggadingdiggidingdiggidong (Perplexer Remix) ,Germany,1994,129.19921875
The Beatexperience - Raggadaggadingdiggidingdiggidong (Ty-Phon Remix),Germany,1994,139.67483108108107
The Bionaut - A Man & His Dog Out For Air,Germany,1992,129.19921875
The Bionaut - Apples & Oranges,Germany,1992,126.04801829268288
The Bionaut - Aquamarine,Germany,1992,126.04801829268291
The Bionaut - Cherry,Germany,1993,112.34714673913045
The Bionaut - Coconut,Germany,1993,191.40625
The Bionaut - Everybody's Kissing Everyone (M.D. Colours Mix),Germany,1992,166.70866935483872
The Bionaut - Everybody's Kissing Everyone (Original Mix),Germany,1992,123.046875
The Bionaut - Everybody's Kissing Everyone (T'N'I Remix),Germany,1992,132.51201923076928
The Bionaut - Octopus,Germany,1992,129.19921875
The Bionaut - Plum,Germany,1993,129.19921875
The Bionaut - Seaweed,Germany,1992,101.0
The Bionaut - Thrills,Germany,1992,126.04801829268291
The Bleep - Fuck Me (Mr. Dump On Extasy Mix),Germany,1991,120.18531976744183
The Bleep - Fuck Me (Re!Hyped By Technoline Recall),Germany,1991,123.046875
The Bleep - Fuck Me (Technacid Manchester Mix),Germany,1991,120.18531976744181
The Bleep - Work Your Body (Jay Be's Media Mix),Germany,1993,129.19921875
The Bleep - Work Your Body (Radio Edit) ,Germany,1993,129.19921875
The Brain - Givin' It All (Brainkiller Version) ,Germany,1991,123.046875
The Brain - Massaker (150 BPM),Germany,1992,151.99908088235296
The Club - It's A Love Thing (House Mix),Germany,1994,132.5120192307693
The Club - It's A Love Thing (Loop Mix),Germany,1994,132.51201923076925
The Essence Of Nature - Blue Lotus,Germany,1994,103.359375
The Essence Of Nature - Blue Orchidee,Germany,1994,143.5546875
The Free - Born Crazy (Adlib Club Mix),Germany,1994,139.67483108108107
The Free - Born Crazy (Extended Mix),Germany,1994,139.67483108108104
The Free - Born Crazy (Trance Reprise),Germany,1994,147.65625
The Free - Lover on the line,Germany,1994,139.67483108108104
The Free - Lover On The Line (Bump And Grind Mix),Germany,1994,156.6051136363636
The Free - Lover On The Line (Extended Version),Germany,1994,139.67483108108107
The Free - Lover On The Line (Who Pays The Bill Mix),Germany,1994,139.67483108108107
The Gatorade's - The Space Anthem,Germany,1992,143.5546875
The Groover - Sexy Thing (Dub Version) ,Germany,1987,112.34714673913048
The Headhunter - Lunatic Attack (Remix),Germany,1994,191.40625
The Headhunter - The Iron-Man,Germany,1994,112.34714673913048
The Headhunter - To The Sky,Germany,1994,109.95678191489358
The House Pimps - Deep In Rhythm,Germany,1992,143.5546875
The House Pimps - Deep In Rhythm (Midnight Dub Mix),Germany,1992,135.99917763157896
The House Pimps - Get The Hook (House Pimps Remix),Germany,1993,132.51201923076925
The House Pimps - Get The Hook (Larron's Party Mix),Germany,1993,135.999177631579
The House Pimps - Keep Goin' Higher (Rave Mix),Germany,1994,103.359375
The House Pimps - Sanctuary - Part I (Robotico Remix),Germany,1994,143.5546875
The House Pimps - Zulu Nation (Peace & Love Mix),Germany,1993,132.51201923076925
The House Pimps - Zulu Nation (Strong Bass Mix),Germany,1993,132.51201923076925
The House Pimps - Zulu Rhythm (National Cut),Germany,1992,143.5546875
"The Hurricanes - Theme For The PSB, Part II ",Germany,1986,123.046875
The Jeyênne - Deep ,Germany,1992,132.51201923076925
The Jeyênne - Psychodelica ,Germany,1992,132.51201923076925
The Jeyênne - Violini ,Germany,1992,132.51201923076925
The Kassel E-Train Movement - K.V.G. (Control Mix),Germany,1994,112.34714673913047
The Kassel E-Train Movement - K.V.G. (Extended Rat-House Mix),Germany,1994,169.44159836065575
The Kassel E-Train Movement - K.V.G. (Radio Coffee Mix),Germany,1994,169.4415983606557
The Lovely Element - Lovely Elements ,Germany,1994,151.99908088235293
The M.A.F. X-Perience - Dreamland (Magic Kolo Mix) ,Germany,1994,166.0
The Mob - Falling (Murder Mix),Germany,1990,100.0
The Mob - Falling (Radio Edit),Germany,1990,100.0
The Mover & The Rave Creator - Astral Demons 94 (Cold Planet Remix),Germany,1994,154.267723880597
The Mover & The Rave Creator - Atmos-Fear,Germany,1994,156.60511363636357
The Mover & The Rave Creator - O.K. Bassquake,Germany,1994,156.60511363636363
The Mover - Astral Demons,Germany,1992,129.19921875
The Mover - Back Into The Circle,Germany,1993,103.359375
The Mover - Body Snatchers (Impaler - First Mix),Germany,1992,117.45383522727275
The Mover - Changing Platforms,Germany,1993,129.19921875
The Mover - Comet's Swarm Rising,Germany,1993,132.51201923076925
The Mover - Gatecrusher,Germany,1991,132.51201923076925
The Mover - Illuminated,Germany,1992,139.67483108108107
The Mover - Impaler II (The Pentagram),Germany,1993,135.99917763157896
The Mover - In Deep Rage,Germany,1991,135.99917763157896
The Mover - Into Wasteland,Germany,1991,135.99917763157896
The Mover - Invite The Fear,Germany,1992,101.33272058823526
The Mover - Mesmerize,Germany,1993,132.51201923076925
The Mover - Nightflight (Non-Stop To Kaos),Germany,1991,135.99917763157896
The Mover - Reconstructin' Instructions,Germany,1991,135.99917763157896
The Mover - The Emperor Takes Place,Germany,1993,123.046875
The Mover - Waves Of Life,Germany,1993,126.04801829268288
The Mover - World Downfall,Germany,1993,132.51201923076925
The Odd Company - Swing In Trance (Effective Mix),Germany,1992,126.0480182926829
The Odd Company - We Are Experienced!,Germany,1992,129.19921875
The Pest - Shame,Germany,1992,139.67483108108107
The Possessed - Black Blood,Germany,1992,103.359375
The Possessed - Manipulator,Germany,1992,101.33272058823526
The Possessed - The Lord Is My Avenger,Germany,1992,172.265625
The Pulp - Metal Techno (Extended Mix),Germany,1992,129.19921875
The Pulp - Metal Techno (Trance Edit),Germany,1992,129.19921875
The Rotton Duck - Andromeda (Atom Energy Heart),Germany,1994,103.359375
The Rotton Duck - Andromeda (Centauri),Germany,1994,161.4990234375
The Rotton Duck - Andromeda (Original),Germany,1994,156.60511363636357
The Rotton Duck - Andromeda (Pink Energy),Germany,1994,156.6051136363636
The Rotton Duck - Andromeda (Resistance In China),Germany,1994,105.46875
The Rotton Duck - Andromeda (Voodoo Tribe),Germany,1994,156.60511363636357
The Rotton Duck - Chase The Perokee,Germany,1993,151.99908088235293
The Rotton Duck - Discovery Of The Victim,Germany,1993,147.65625
The Rotton Duck - Heavens Gate,Germany,1993,184.5703125
The Rotton Duck - Heavens Release,Germany,1993,103.359375
"The Rotton Duck - Imprisonment, Torture & Death",Germany,1993,161.4990234375
The Rotton Duck - The Hunt,Germany,1993,151.99908088235293
"The Scandalous Tribe Feat. Vamps'n Roses Introducing Damon - Yes Sir, I Can Boogie (Full-Vocal-Speed-Mix) ",Germany,1990,126.0480182926829
"The Scandalous Tribe Feat. Vamps'n Roses Introducing Damon - Yes Sir, I Can Boogie (Miami-Bass-Mix) ",Germany,1990,123.046875
The Shapeshifter - Bass!,Germany,1994,126.04801829268291
The Shapeshifter - The Return Of The Mad Acid Screamer,Germany,1994,198.7680288461538
The Shapeshifter - Try Harder,Germany,1994,191.40625
The Shapeshifter - We Can Do This!,Germany,1994,195.0176886792453
The Siamese Twins - A Proper Cup O'Coffee,Germany,1993,135.99917763157896
The Siamese Twins - Love Is An Ocean (Ship II),Germany,1993,147.65625
The Siamese Twins - Nine More Months,Germany,1993,139.67483108108104
The Siamese Twins - Saladeater,Germany,1993,156.6051136363636
The Siamese Twins - Twistscratcher,Germany,1993,135.99917763157896
The Soundstealers - It's Time For House (J.B.'s Jailhouse Mix),Germany,1989,126.04801829268291
The Soundstealers - It's Time For House (J.B.'s Party Mix),Germany,1989,126.0480182926829
The Soundstealers - Steal It An' Deal It (The Sahara Dance Mix),Germany,1988,132.51201923076925
The Soundstealers – It's Time For House (D.J's Club Mix),Germany,1989,126.0480182926829
The Superkill - Why Kill Superman,Germany,1993,151.99908088235293
The Visions Of Shiva - How Much Can You Take (Emotional),Germany,1993,139.67483108108107
The Visions Of Shiva - How Much Can You Take (Physical),Germany,1993,143.5546875
The Visions Of Shiva - Perfect Day,Germany,1992,178.20581896551724
The Visions of Shiva - Perfect morning,Germany,1992,134.0
The Visions of Shiva - Perfect night,Germany,1992,109.95678191489357
The Volunteers - Summer Frequency,Germany,1992,139.67483108108107
The Volunteers - Sun Down,Germany,1992,139.67483108108107
The World's Address - Bahya (Tower Of Truth),Germany,1992,175.1853813559322
The World's Address - Fly,Germany,1992,103.359375
The World's Address - Hardmind,Germany,1992,135.99917763157896
The World's Address - In Heaven With Marilyn,Germany,1992,129.19921875
The World's Address - License to Trance,Germany,1992,135.99917763157896
The World's Address - Roots,Germany,1992,143.5546875
The World's Address - The Final XS ,Germany,1992,139.67483108108107
The World's Address - Witness Of Future ,Germany,1992,132.51201923076928
The X-Ample - Boum Boum Chuck (The Rhythm Is Too Fast) ,Germany,1987,112.34714673913048
The X-Ample - Boum Boum Chuck (The Rhythm Is Too Fast) (Dub Version) ,Germany,1987,112.34714673913047
The X-Ample - Never Let The Music Stop (Chuck The House Mix) ,Germany,1988,112.34714673913047
The X-Ample - Never Let The Music Stop (The Boum Boum Chuck Adventure Mix 88),Germany,1988,112.34714673913047
The X-Ample - Wanna Make Love To You ,Germany,1987,114.84375
Thera-P - !Evom,Germany,1993,143.5546875
Think! Big - No Jealousy (Hold On),Germany,1994,129.19921875
Think! Big - Without you,Germany,1994,132.51201923076925
THK - Feel So Good (1 A.M. In France Mix),Germany,1993,139.67483108108104
THK - Feel So Good (Candy Beat-Remix),Germany,1993,139.67483108108104
THK - Feel So Good (Leisure Mix),Germany,1993,139.67483108108104
THK - France (Mars Mix) ,Germany,1992,129.19921875
THK - France (Saturn Mix) ,Germany,1992,139.67483108108104
THK - Sweet Extasy,Germany,1992,129.19921875
Three Reasons - Third Reason,Germany,1992,135.99917763157896
Ths Soundstealers - It's Time For House (J.B.'s Jailhouse Mix),Germany,1989,126.04801829268291
Ths Soundstealers - It's Time For House (J.B.'s Party Mix),Germany,1989,126.0480182926829
Thunderbeat - Can You Feel The Passion (Extended Version),Germany,1994,143.5546875
Thunderbeat - Can You Feel The Passion (Ragga-Pan Version),Germany,1994,139.67483108108107
Thunderbeat - Can You Feel The Passion (Rave On Version),Germany,1994,151.99908088235293
Tiff - Königin Der Nacht (Hollywood Mix),Germany,1991,126.04801829268291
Tilt! - Maniac,Germany,1993,151.9990808823529
Tim to Time - Moldau,Germany,1992,132.51201923076925
Tim to Time - Tanzpirator (Single Version),Germany,1991,129.19921875
Timanfaya - Urge To Feel ,Germany,1994,156.60511363636357
Timanfaya - Urge To Move ,Germany,1994,151.9990808823529
Timanfaya - Urge To Pleasure,Germany,1994,156.60511363636357
Timbuli - High Energy (Club Mix),Germany,1993,132.51201923076925
Timbuli - High Energy (Dance Mix),Germany,1993,139.6748310810811
Time Modem - Caladan,Germany,1992,126.04801829268293
Time Modem - Die Zeit Der Zusammenkunft (... Es Kann Nur Einen Geben) ,Germany,1990,123.046875
Time Modem - DJ's Nightmare (... We Call You Back) ,Germany,1990,195.01768867924528
Time Modem - Giediprim ,Germany,1992,107.666015625
Time Modem - Hommage An El,Germany,1993,109.95678191489357
Time Modem - Intensitive World ,Germany,1992,166.70866935483878
Time Modem - Klangdynamische Bewegung ,Germany,1993,114.84375
Time Modem - Mantel Der Nacht ,Germany,1992,129.19921875
Time Modem - Markandeya ,Germany,1993,166.70866935483872
Time Modem - Projekt DZ 1100,Germany,1992,126.0480182926829
Time Modem - Space And Time ,Germany,1992,112.34714673913047
Time Modem - Suono Elettrico ,Germany,1992,126.0480182926829
Time Modem - The Time Is Over,Germany,1992,126.04801829268291
Time Modem - The Time Of The Gathering (... There Can Be Only One) ,Germany,1990,123.046875
Time Modem - Welcome To The 90's,Germany,1992,129.19921875
Time Modem - Werkzeug Eines Fernen Willens ,Germany,1991,166.70866935483875
Time Modem - Wibanah (BPM 80) ,Germany,1992,80.0
Time Modem - Zvyozdny,Germany,1993,109.95678191489357
Time to Time  - Pass It On (Trance Mix),Germany,1993,143.5546875
Time to Time - 10 Kleine Negerlein (Extended Mix),Germany,1991,126.0480182926829
Time to Time - Boxkiller,Germany,1993,105.46875
Time to Time - Douca Hetchashnic,Germany,1993,132.51201923076925
Time to Time - Dreaming,Germany,1991,103.359375
Time to Time - Listen Carefully,Germany,1993,126.04801829268291
Time to Time - Listen Carefully (Dub Mix),Germany,1993,126.04801829268291
Time to Time - Omnibus,Germany,1992,139.67483108108107
Time to Time - Suizid,Germany,1993,129.19921875
Time to Time - The Day After,Germany,1993,129.19921875
Time to Time - Time To Trance,Germany,1992,114.84375
Time to Time - Weltträume II,Germany,1993,123.046875
Time to Time - Zeitsprung (Dub Mix),Germany,1991,129.19921875
Time to Time - Zeitsprung (Single Mix),Germany,1991,126.04801829268293
Time to Time feat. Boppin B - Tech'n'Roll,Germany,1993,132.51201923076925
Time Unlimired - Naked,Germany,1991,123.046875
Timerider - Cocoon ,Germany,1986,120.1853197674418
Tiracon - Spiral Nuts ,Germany,1994,178.20581896551724
Tiracon - Zawinal,Germany,1994,139.6748310810811
Tom Tom - Replay (Bonus Beats),Germany,1990,123.046875
Tom Tom - Replay (Club Mix),Germany,1990,123.046875
Tom Tom - Replay (Dub Mix),Germany,1990,123.046875
Tommi Stumpff - 13 Minuten Massaker (Hypnotic Dance Mix),Germany,1991,139.67483108108107
Tommi Stumpff - Oligophrenie,Germany,1993,135.99917763157896
Tommi Stumpff - TV Ritual (Remix),Germany,1991,132.51201923076928
Tony G - Loveless,Germany,1993,139.67483108108107
Tool - Monophyletic ,Germany,1994,151.99908088235293
Tool - Mulungo,Germany,1994,151.9990808823529
Touchdown - Ain't No Stoppin' (Extended Mix),Germany,1992,123.046875
Touchdown - Ain't No Stoppin' (Remix),Germany,1992,123.046875
Touchdown - Don't Stop,Germany,1992,120.18531976744183
Touchdown - Dub In The Streets,Germany,1991,123.046875
Touchdown - I Hear Music (Just Can't Enough) (Ext. Version),Germany,1991,123.046875
Touchdown - Music In The Street (Club Mix),Germany,1991,123.046875
Tracid Posse - C'mon Squire,Germany,1991,132.51201923076928
Tracid Posse - Holographic (Run Title),Germany,1991,126.04801829268291
Tracid Posse - Mode Of Darkness,Germany,1992,129.19921875
Tracid Posse - Vivarium,Germany,1992,143.5546875
Trance 4 Mation - Transform It (Deep Trance Mix) ,Germany,1992,129.19921875
Trance 4 Mation - Transform It (Deeper Trance Mix) ,Germany,1992,129.19921875
Trance Opera - Chariot of the sun,Germany,1994,161.4990234375
Trance Opera - Conquest of paradise,Germany,1994,147.65625
Trance Opera - Conquest of paradise (Album version),Germany,1994,147.65625
Trance Opera - Conquest Of Paradise (Dance mix),Germany,1994,161.4990234375
Trance Opera - E lucevan le stelle,Germany,1994,159.01442307692307
Trance Opera - Harry to hospital (Oleantus interlude),Germany,1994,139.67483108108107
Trance Opera - La mamma morta,Germany,1994,161.4990234375
Trance Opera - Pomp and circumstance opus 39. no.1 d-major,Germany,1994,151.99908088235293
Trance Opera - Sonata doro,Germany,1994,103.359375
Trancedellic - Falling (Extended Club Mix),Germany,1994,135.99917763157896
Trancedellic - Falling (Ty-Phon-Mix) ,Germany,1994,198.76802884615384
Tranceformer - Humanoid '93,Germany,1992,178.20581896551724
Tranceformer - Parametric,Germany,1992,139.67483108108104
Tranceformer - Trancepure,Germany,1992,129.19921875
Tranceformer - Was Meint'n Der,Germany,1992,135.99917763157896
Tranceliner - Damage ,Germany,1994,166.7086693548387
Tranceliner - Hard Stuff,Germany,1994,151.99908088235293
Tranceliner - Merrygoround,Germany,1994,156.60511363636357
Tranceliner - Merrygoround Fx ,Germany,1994,114.84375
Tranceliner - The Dream,Germany,1994,151.99908088235293
Tranceliner - The Dream (Dream Mix),Germany,1994,151.9990808823529
Tranceliner - The Heat,Germany,1994,156.60511363636357
Tranceliner - Trancecore #1,Germany,1994,156.60511363636357
Tranceliner - Tribal Spin,Germany,1994,156.60511363636357
Tranceparents - Child Eight (Genetic Transfusion) ,Germany,1994,139.67483108108107
Tranceparents - Child Five ,Germany,1993,139.67483108108104
Tranceparents - Child Four ,Germany,1993,139.67483108108107
Tranceparents - Child Nine (Homo Futura) ,Germany,1994,143.5546875
Tranceparents - Child One ,Germany,1993,139.67483108108107
Tranceparents - Child Seven (In Progress 1) ,Germany,1994,139.67483108108107
Tranceparents - Child Six ,Germany,1993,143.5546875
Tranceparents - Child Three,Germany,1993,139.67483108108107
Tranceparents - Child Two ,Germany,1993,184.5703125
Tranceparents - Child Two (Summer Love Rmx) ,Germany,1994,178.20581896551724
Tranceparents - Polymorph (Acutone Mix) ,Germany,1994,147.65625
Tranceparents - Polymorph (Cyberbach Mix),Germany,1994,147.65625
Tranceporter - Base,Germany,1992,143.5546875
Tranceporter - Open Up Your Mind ,Germany,1992,135.99917763157896
Tranceporter - Trancexual,Germany,1992,143.5546875
Transform - Trans Out (Chill Mix #3),Germany,1992,126.0480182926829
Transform - Transformation (Club Mix),Germany,1992,126.0480182926829
Transform - Transformation (Media Mix),Germany,1992,126.04801829268291
Traumatic - Acid Voices (Higher),Germany,1994,147.65625
Traumatic - Acid Voices (Higher) (Mandala Rmx),Germany,1994,156.60511363636357
Traumatic - Leloopa,Germany,1994,166.70866935483872
Traumatic - Tribal Symphony,Germany,1994,129.19921875
Tribal Ghost - Malaria Index,Germany,1992,135.99917763157893
Tribal Ghost - Open Hi-Spray,Germany,1992,132.51201923076925
"Tribal Ghost - Paradise, Paradise",Germany,1992,178.20581896551727
Tribal Ghost - S.A.R. (Happy Organ),Germany,1992,129.19921875
Tribal Ghost - The Message,Germany,1991,129.19921875
Tribalacid - Mystic Jungle,Germany,1994,187.92613636363643
Tribalacid - Out Off Control,Germany,1994,161.4990234375
Tribalacid - Who Is It,Germany,1994,161.4990234375
Trip Comance - 1st Official Trip Signal,Germany,1992,149.7961956521739
Trip Commando - Trip Commando (House-Side),Germany,1990,123.046875
Trip Commando - Trip Commando (Techno-Side),Germany,1990,123.046875
Tronic - Co-axial,Germany,1993,172.265625
Tronic II - It Comes,Germany,1994,159.0144230769231
Tronic II - Naked Woman,Germany,1994,172.265625
Tronic II - What's Up,Germany,1994,198.76802884615384
Trust in 6 - Life in Ecstasy,Germany,1991,126.0480182926829
Trust in 6 - Life In Ecstasy (Instrumental Mix) ,Germany,1991,129.19921875
Trust in 6 - Life In Ecstasy (Long-Dong-Mix),Germany,1991,126.0480182926829
Trust Unlimited - Freedom (Club Mix),Germany,1992,123.046875
Trust Unlimited - Freedom (Extended Version),Germany,1992,123.046875
Trust Unlimited - Freedom (Positive Message),Germany,1992,123.046875
Trust Unlimited - Moldau,Germany,1989,114.84375
Tumor - Acid,Germany,1993,164.0625
Tumor - On A Trip Jam (A1),Germany,1993,129.19921875
Tumor - On A Trip Jam (A2),Germany,1993,175.1853813559322
Tumor - Tumult EP (A2),Germany,1993,169.44159836065572
Tumor - Tumult EP (B2),Germany,1993,172.265625
Turbulance - Disaster Area,Germany,1992,143.5546875
Turbulence - Bass Gladiators,Germany,1993,149.79619565217394
Turbulence - Disaster Area,Germany,1993,143.5546875
Turntable Hoschis - Psychic Complexx,Germany,1991,123.046875
Turntable Hoschis - The Re-Flow,Germany,1991,132.51201923076925
Twin EQ - Dark Mission ,Germany,1991,132.51201923076925
Twin EQ - Enjoy,Germany,1991,126.04801829268291
Twin EQ - Get Your Body,Germany,1991,132.51201923076925
Twin EQ - Hardcore Keyboard,Germany,1991,129.19921875
Twin EQ - I Like Techno (Club Mix),Germany,1991,120.18531976744181
Twin EQ - Schwitz,Germany,1991,129.19921875
Twin EQ - Techno Vogue (Club Dub Mix),Germany,1991,126.0480182926829
Twin EQ - Techno Vogue (Short Version) ,Germany,1991,101.33272058823526
Twin EQ - Techno Vogue (Tempest Mix),Germany,1991,126.0480182926829
Twin EQ - The Megablast,Germany,1991,129.19921875
Twin EQ - Time To Release,Germany,1991,103.359375
Tyrell Corp. - Running (Tangerine Instrumental),Germany,1990,126.0480182926829
"Tyrell Corp. - Running (Turn In, Tune Out, Drop Out) ",Germany,1990,126.0480182926829
Tyros - Antares,Germany,1993,145.57658450704227
U-Men - Kampf Der Welten (F. Lau Mix) ,Germany,1990,120.18531976744183
U-Men - Kampf Der Welten (Welt-Mix) ,Germany,1990,120.1853197674418
U-Men - Kampf Der Welten (Werk-Mix) ,Germany,1990,120.18531976744181
U-Tek - Das Mass Der Dinge (House To Solid Mix),Germany,1991,126.0480182926829
U-Tek - Das Mass Der Dinge (Masslos Mix),Germany,1991,126.04801829268291
U-Tek - Das Mass Der Dinge (Predominant Mix),Germany,1991,126.04801829268291
U-Tek - I Am Movin' (Extended Mix),Germany,1993,135.99917763157896
U-Tek - I Am Movin' (Instrumental),Germany,1993,135.99917763157896
U-Tek - Non-Mover ,Germany,1993,135.99917763157896
U-Tek - Suction (Shotgun Mix),Germany,1991,114.84375
U96 - 220 bpm,Germany,1992,109.95678191489358
U96 - Brainkiller,Germany,1993,132.51201923076925
U96 - Come 2 ghether,Germany,1992,129.19921875
U96 - Das Boot,Germany,1991,123.046875
U96 - Das Boot (Techno Version),Germany,1991,126.04801829268291
U96 - Das Boot (Trigger Version),Germany,1991,123.046875
U96 - Der Kommandant,Germany,1992,126.0480182926829
U96 - Eve of the war,Germany,1993,126.04801829268291
U96 - Feel like a dum dum,Germany,1993,147.65625
U96 - I Wanna Be A Kennedy,Germany,1992,129.19921875
U96 - Inside Your Dreams (Damage Control Remix),Germany,1994,156.60511363636357
U96 - Inside Your Dreams (Dumping Mix),Germany,1994,103.359375
U96 - Inside Your Dreams (Intermission Remix),Germany,1994,139.67483108108107
U96 - Inside Your Dreams (Phase 1),Germany,1994,139.67483108108107
U96 - Inside Your Dreams (Phase 2),Germany,1994,139.67483108108107
U96 - Inside your dreams (Special phase 4 mix),Germany,1994,139.67483108108104
U96 - Inside Your Dreams (Video Version),Germany,1994,139.6748310810811
U96 - Je suis selected,Germany,1993,120.18531976744181
U96 - Love religion,Germany,1994,161.4990234375
U96 - Love Religion (E-Vangelista Mix),Germany,1994,161.4990234375
U96 - Love Religion (Instrumental),Germany,1994,161.4990234375
U96 - Love Religion (Vaticano Mix),Germany,1994,161.4990234375
U96 - Love Religion (Video Edit),Germany,1994,161.4990234375
U96 - Love sees no colour,Germany,1993,132.51201923076925
U96 - Love sees no colour (Radio edit),Germany,1993,132.51201923076925
U96 - Love sees no colour (Version 1),Germany,1993,132.51201923076928
U96 - Love sees no colour (Version 2),Germany,1993,132.51201923076928
U96 - Night In Motion (12'' mix),Germany,1993,123.046875
U96 - Night in motion,Germany,1993,123.046875
U96 - Night In Motion (Video Version),Germany,1993,123.046875
U96 - No Control,Germany,1992,117.45383522727273
U96 - Sonar Sequences,Germany,1992,132.51201923076928
U96 - Sporty Animal-Loving Extrovert,Germany,1992,135.99917763157896
U96 - The pop crisis,Germany,1993,129.19921875
U96 - The rainbow factor,Germany,1993,126.04801829268294
U96 - Tiefenrausch,Germany,1991,120.18531976744181
U96 - Without you,Germany,1993,135.99917763157896
U96 - You make me wonder,Germany,1993,135.99917763157896
U96 - Young girls,Germany,1993,143.5546875
U96 -Night in motion,Germany,1993,123.046875
Ultraworld - Drive ,Germany,1993,161.4990234375
Ultraworld - Rain Drops,Germany,1993,161.4990234375
Ultraworld - Streams ,Germany,1993,161.4990234375
Ultraworld - Vision,Germany,1993,161.4990234375
Ulysses - Dream 'N' Trance ,Germany,1993,129.19921875
Ulysses - Dream 'N' Trance (Deep Trance Remix) ,Germany,1993,129.19921875
Ulysses - K.J's Flight,Germany,1993,132.51201923076925
Ulysses - R U Ready,Germany,1993,103.359375
Ulysses - Whales 2 Females ,Germany,1993,143.5546875
Umo Detic - Carpe Diem I (Original 12'' Mix),Germany,1990,123.046875
Umo Detic - Carpe Diem II (Sample Mix),Germany,1990,126.04801829268293
Umo Detic - Fahrenheit ,Germany,1989,126.04801829268293
Umoya - Hey You... (Radio Mix) ,Germany,1992,107.666015625
Unbelievable! - Is Michael Gay (Instrumental),Germany,1992,135.99917763157896
Unbelievable! - Is Michael Gay¿ (Techn-Out-Ing-Mix),Germany,1992,135.99917763157896
Unbelievable! - Is Michael Gay¿ (Tekkn-Out-Ing-Mix),Germany,1992,132.51201923076925
Unlimited Pleasure - (Tell Me) Watcha Like (Funky Groove Mix),Germany,1991,120.1853197674418
Unlimited Pleasure - (Tell Me) Watcha Like (Radio Edit),Germany,1991,120.18531976744181
Unlimited Pleasure - (Tell Me) Watcha Like (Technacid Manchester Mix),Germany,1991,120.1853197674418
Unlimited Pleasure - Love Machine (The 'Ride Wild' Mix),Germany,1990,123.046875
Unlimited Pleasure - Lovemachine (The Frankfurt Remix) ,Germany,1990,123.046875
Unlimited Pleasure - Lovemachine (The Palace De Beaute Remix),Germany,1990,123.046875
Unlimited Pleasure - The Hustle (Single Edit),Germany,1993,129.19921875
Up 2 Date feat. Sarah E - Open Your Heart (Club Mix),Germany,1994,139.67483108108107
Urban Baal - Thorn Of Distortion (Extended 12'' Mix) ,Germany,1994,161.4990234375
Urban Baal - Thorn Of Distortion (Raven Mix),Germany,1994,161.4990234375
Utasia - Stratosphere,Germany,1993,187.92613636363643
Utasia - Stratosphere (Let's Have A Break Mix),Germany,1993,187.92613636363646
Valdezz - Testvérem,Germany,1994,198.76802884615384
Valdezz - Topas,Germany,1994,161.4990234375
VDT - Acid Boogie ,Germany,1993,126.04801829268291
VDT - Better Place (Box Dub) ,Germany,1994,132.51201923076925
VDT - Brainstorming,Germany,1991,126.0480182926829
VDT - Fever ,Germany,1993,135.99917763157896
VDT - Flextone ,Germany,1993,132.51201923076928
VDT - It's Just A Dream (Alptraummix) ,Germany,1991,126.04801829268291
VDT - Muvin' On Down ,Germany,1993,129.19921875
VDT - Strangest Musik,Germany,1992,126.04801829268291
VDT - The Rise,Germany,1991,129.19921875
